id,chapter_code,cn_code,descriptions,msds_classification
459,302,3025411000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
460,302,3025450000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
461,302,302550,Alaska pollock (Theragra chalcogramma):,0
462,302,3025511000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
463,302,3025550000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
464,302,302560,"Blue whitings (Micromesistius poutassou, Micromesistius australis):",0
465,302,3025611000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
466,302,3025650000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
467,302,302590,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
468,302,3025911000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
469,302,30259500,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
470,302,3025950100,Pollock,0
471,302,3025950900,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
472,302,3027000,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fish offal of subheadings 0302.91 to 0302.99:",1
473,302,302710,Tilapias (Oreochromis spp.):,0
474,302,3027111000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
475,302,3027150000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
476,302,302720,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.):",1
477,302,3027211000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
478,302,30272500,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
479,302,3027250010,Ictalurus spp.,0
480,302,3027250040,Pangasius spp. including basa and tra,1
481,302,3027250340,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
482,302,302730,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.):",0
483,302,3027311000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
484,302,3027350000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
485,302,3027400000,Eels (Anguilla spp.),0
486,302,302790,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
487,302,3027911000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
488,302,30279500,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
489,302,3027950250,Nile perch,0
490,302,3027950760,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
491,302,3028000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
492,302,30281000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
493,302,3028100110,Dogfish (Squalus spp.),0
494,302,3028100910,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
495,302,3028200000,Rays and skates (Rajidae),0
496,302,3028300000,Toothfish (Dissostichus spp.),0
497,302,302840,Seabass (Dicentrarchus spp.):,0
498,302,3028411000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
499,302,3028450000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
500,302,302850,Seabream (Sparidae):,0
501,302,3028511000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
502,302,3028550000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
503,302,302890,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
504,302,30289110,"Scaled (whether or not heads, viscera and/or fins have been processed), in immediate containers weighing with their contents 6.8 kg or less",0
505,302,3028911200,Sable fish (Anoplopoma fimbria),0
506,302,3028911400,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
507,302,30289500,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
508,302,30289500000,Fresh-water fish:,0
509,302,3028950070,Pike,0
510,302,3028950100,Pickerel,0
511,302,30289501000,Perch:,0
512,302,3028950130,Pike perch (including yellow pike),0
513,302,3028950250,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
514,302,3028950280,Bass,0
515,302,3028950310,Whitefish,0
516,302,3028950340,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
517,302,3028950370,Smelts,0
518,302,3028950400,Cusk,0
519,302,3028950490,Shad and sturgeon,0
520,302,3028950520,Sable fish (Anoplopoma fimbria),0
521,302,3028950550,Ocean perch,0
522,302,3028950580,Snapper (Lutjanidae),0
523,302,3028950610,Grouper,0
524,302,3028950640,Lingcod (Ophiodon elongatus),0
525,302,3028950670,Monkfish (Lophius spp.),0
526,302,3028950700,Atka mackerel (Atkafish) (Pleurogrammus monopterygius),0
527,302,3028950720,Dolphin fish (mahi mahi) (Coryphaena spp.),0
528,302,3028950770,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
529,302,3029000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
530,302,302910,"Livers, roes and milt:",0
531,302,3029120000,Sturgeon roe,0
532,302,30291400,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
533,302,3029140100,Mullet roe,0
534,302,3029140900,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
535,302,3029200000,Shark fins,0
536,302,3029900000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0302.91 to 0302.99:",0
537,303,3030,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
538,303,3031000,"Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
539,303,3031100000,Sockeye salmon (red salmon) (Oncorhynchus nerka),0
540,303,30312000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
541,303,3031200120,Chinook (king),0
542,303,3031200220,Chum (dog),0
543,303,3031200320,Pink (humpie),0
544,303,3031200520,Coho (silver),0
545,303,3031200620,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
546,303,3031300000,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),0
547,303,3031400000,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",1
548,303,3031901000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
549,303,3032000,"Tilapias(Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp.,Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodonidellus, Hypophthalmichthys spp.,Cirrhinus spp., Mylopharyngodon piceus, Catlacatla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fishoffal of subheadings 0303.91 to 0303.99:",1
550,303,3032300000,Tilapias (Oreochromis spp.),0
551,303,30324000,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",1
552,303,3032400100,Ictalurus spp.,0
553,303,3032400200,Pangasius spp. including basa and tra,1
554,303,3032400500,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
555,303,3032501000,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0
556,303,3032600000,Eels (Anguilla spp.),0
557,303,30329010,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
558,303,3032901100,Nile perch,0
559,303,3032901500,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
560,303,3033000,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
561,303,30331000,"Halibut and Greenland turbot (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0
562,303,3033100100,Atlantic halibut (Hippoglossus hippoglossus),0
563,303,3033100200,Pacific halibut (Hippoglossus stenolepis),0
564,303,3033100300,Greenland turbot (Greenland halibut) (Reinhardtius hippoglossoides),0
565,303,3033200000,Plaice (Pleuronectes platessa),0
566,303,3033300000,Sole (Solea spp.),0
567,303,3033400000,Turbots (Psetta maxima),0
568,303,30339010,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
569,303,3033901100,Flounder,0
570,303,3033901200,Rock sole (Pleuronectes bilineatus),0
571,303,3033901300,Yellowfin sole (Pleuronectes asper),0
572,303,3033901950,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
573,303,3034000,"Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
574,303,3034100000,Albacore or longfinned tunas (Thunnus alalunga),0
575,303,30342000,Yellowfin tunas (Thunnus albacares),0
576,303,3034200200,Whole fish,0
577,303,30342004000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
578,303,3034200400,Head-on,0
579,303,3034200600,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
580,303,3034300000,Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),0
581,303,3034400000,Bigeye tunas (Thunnus obesus),0
582,303,30345010,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",0
583,303,3034501100,Thunnus thynnus,0
584,303,3034501500,Thunnus orientalis,0
585,303,3034600000,Southern bluefin tunas (Thunnus maccoyii),0
586,303,3034902000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
587,303,3035000,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
588,303,3035100000,"Herrings (Clupea harengus, Clupea pallasii)",0
589,303,3035300000,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0
590,303,3035400000,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0
591,303,3035500000,Jack and horse mackerel (Trachurus spp.),0
592,303,3035600000,Cobia (Rachycentron canadum),0
593,303,30357000,Swordfish (Xiphias gladius),0
594,303,3035700100,Steaks,0
595,303,3035700900,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
596,303,3035900000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
597,303,3036000,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
598,303,30363000,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0
599,303,3036300100,Atlantic,0
600,303,3036300900,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
601,303,3036400000,Haddock (Melanogrammus aeglefinus),0
602,303,3036500000,Coalfish (Pollachius virens),0
603,303,3036600000,"Hake (Merluccius spp., Urophycis spp.)",0
604,303,3036700000,Alaska pollock (Theragra chalcogramma),0
605,303,3036800000,"Blue whitings (Micromesistius poutassou, Micromesistius australis)",0
606,303,3036900000,"Others in the category of Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99:",0
